Month_Ending,FY_Start_Date,FY_End_Date,PARTYEAR,Age_Band,FCE,FCEs_With_Procedure,Ordinary_Admission_Episodes,FCE_DAY_CASES,FCE_DAY_WITH_PROCEDURE,FAE,EMERGENCY,Total_Appointments,Attended_Appointments,DNA_Appointments,First_Attendance,Follow_Up_Attendance
30NOV2018,01APR2018,31MAR2019,201899,05. 16,6414,3451,4121,2293,2085,5860,2735,69612,51984,6167,14563,37421
30NOV2018,01APR2018,31MAR2019,201899,06. 17,6957,3596,4695,2262,2072,6275,2982,67522,50798,6377,14753,36033
30NOV2018,01APR2018,31MAR2019,201899,07. 18,8316,3982,6182,2134,1989,7273,3706,60883,44907,6799,14804,30100
30NOV2018,01APR2018,31MAR2019,201899,08. 19,9689,4664,7306,2383,2212,8572,4075,64130,47734,7279,16404,31320
30NOV2018,01APR2018,31MAR2019,201899,09. 20 - 24,59800,31298,44690,15110,14135,53863,21174,398358,301310,43709,107267,193996
30NOV2018,01APR2018,31MAR2019,201899,10. 25 - 29,81514,46389,60542,20972,19691,74121,23462,576760,442788,55968,156430,286297
30NOV2018,01APR2018,31MAR2019,201899,11. 30 - 34,87978,52935,64140,23838,22437,79784,23690,671141,518500,58638,179613,338820
30NOV2018,01APR2018,31MAR2019,201899,12. 35 - 39,78611,49690,51590,27021,25444,70414,22307,624243,477522,53149,165482,311962
30NOV2018,01APR2018,31MAR2019,201899,13. 40 - 44,65909,43823,37011,28898,27362,57993,20300,525927,397978,43980,139302,258592
30NOV2018,01APR2018,31MAR2019,201899,14. 45 - 49,82157,56520,43079,39078,36975,71156,24294,630769,481777,47898,163076,318610
30NOV2018,01APR2018,31MAR2019,201899,15. 50 - 54,101361,70882,51941,49420,46802,87170,27887,753688,583857,49593,190096,393597
30NOV2018,01APR2018,31MAR2019,201899,16. 55 - 59,125553,92235,56694,68859,65347,108870,28653,797329,627983,45178,197294,430588
30NOV2018,01APR2018,31MAR2019,201899,17. 60 - 64,118132,83632,59847,58285,55245,99266,28748,790617,633963,37177,189750,444079
30NOV2018,01APR2018,31MAR2019,201899,18. 65 - 69,133597,93962,69238,64359,60974,110238,31570,844350,689131,31062,199626,489363
30NOV2018,01APR2018,31MAR2019,201899,19. 70 - 74,164219,111843,89315,74904,71115,132135,40606,967431,795575,31395,225583,569864
30NOV2018,01APR2018,31MAR2019,201899,20. 75 - 79,148466,93914,88710,59756,56460,113512,40609,797886,653537,28217,183048,470362
30NOV2018,01APR2018,31MAR2019,201899,21. 80 - 84,137122,76897,93637,43485,41073,97148,44119,650754,527412,25941,147990,379337
30NOV2018,01APR2018,31MAR2019,201899,22. 85 - 89,102081,48477,79906,22175,20878,66143,38861,400959,319498,18269,89472,229957
30NOV2018,01APR2018,31MAR2019,201899,23. 90+,66573,25186,59005,7568,7080,39084,29289,189832,148851,9628,41369,107467
30NOV2018,01APR2018,31MAR2019,201899,24. unknown,15010,10023,9679,5331,5033,12053,3476,12697,10791,937,3103,7688
31OCT2018,01APR2018,31MAR2019,201899,01. 0 - 4,135381,28541,123630,11751,9883,125928,55498,376301,286579,31671,122292,164282
31OCT2018,01APR2018,31MAR2019,201899,02. 5 - 9,28562,16305,16146,12416,11056,27396,12089,321604,241385,28308,74597,166780
31OCT2018,01APR2018,31MAR2019,201899,03. 10 - 14,24890,14765,14771,10119,9093,23640,10605,326062,248391,25757,79365,169011
31OCT2018,01APR2018,31MAR2019,201899,04. 15,6217,3561,3760,2457,2241,5906,2776,79980,61056,6300,17396,43658
31OCT2018,01APR2018,31MAR2019,201899,05. 16,6264,3501,3905,2359,2148,5688,2584,70326,51988,6507,14545,37440
31OCT2018,01APR2018,31MAR2019,201899,06. 17,7218,3741,4893,2325,2137,6471,3075,69591,51792,6832,15417,36351
31OCT2018,01APR2018,31MAR2019,201899,07. 18,8332,3997,6138,2194,2023,7286,3585,61689,44496,7140,14793,29687
31OCT2018,01APR2018,31MAR2019,201899,08. 19,9905,4662,7668,2237,2089,8716,4269,65449,48073,7648,16477,31577
31OCT2018,01APR2018,31MAR2019,201899,09. 20 - 24,61902,32313,46689,15213,14242,55546,21965,409292,307584,45693,108938,198446
31OCT2018,01APR2018,31MAR2019,201899,10. 25 - 29,83832,47323,62521,21311,20012,76143,24341,599379,458731,58939,161943,296495
31OCT2018,01APR2018,31MAR2019,201899,11. 30 - 34,91863,55023,67515,24348,22891,83213,24689,695137,535376,61294,184876,350190
31OCT2018,01APR2018,31MAR2019,201899,12. 35 - 39,80548,50551,53072,27476,25799,72023,23113,641614,487007,55612,168738,318084
31OCT2018,01APR2018,31MAR2019,201899,13. 40 - 44,67013,44146,37992,29021,27367,58859,21015,535708,402706,45444,141325,261267
31OCT2018,01APR2018,31MAR2019,201899,14. 45 - 49,84376,57441,44492,39884,37686,72789,25247,646212,490420,49856,166635,323704
31OCT2018,01APR2018,31MAR2019,201899,15. 50 - 54,102628,71560,52223,50405,47707,88237,28293,773786,596774,52185,194511,402077
31OCT2018,01APR2018,31MAR2019,201899,16. 55 - 59,127385,93010,57669,69716,66189,110115,29422,823511,644121,47825,202952,441062
31OCT2018,01APR2018,31MAR2019,201899,17. 60 - 64,119914,84691,61173,58741,55797,100577,29473,812652,648350,38869,195423,452803
31OCT2018,01APR2018,31MAR2019,201899,18. 65 - 69,136994,96246,70968,66026,62485,113176,32918,868711,705338,32688,205888,499314
31OCT2018,01APR2018,31MAR2019,201899,19. 70 - 74,168144,114479,90826,77318,73314,135297,41465,995782,814444,32833,232468,581825
31OCT2018,01APR2018,31MAR2019,201899,20. 75 - 79,151050,95477,90286,60764,57452,115417,41669,825762,674334,29425,190658,483577
31OCT2018,01APR2018,31MAR2019,201899,21. 80 - 84,140228,78965,95417,44811,42323,99870,45210,675586,547577,26790,154698,392800
31OCT2018,01APR2018,31MAR2019,201899,22. 85 - 89,105605,50132,82572,23033,21615,68355,39940,418846,333860,19054,94415,239381
31OCT2018,01APR2018,31MAR2019,201899,23. 90+,67725,25611,60022,7703,7183,39764,29849,198065,155710,10044,43592,112107
31OCT2018,01APR2018,31MAR2019,201899,24. unknown,15053,10023,9926,5127,4861,12100,3553,12947,10829,962,3108,7721
30SEP2018,01APR2018,31MAR2019,201899,01. 0 - 4,121006,25507,110852,10154,8541,112476,44518,334086,251327,28947,105782,145537
30SEP2018,01APR2018,31MAR2019,201899,02. 5 - 9,26861,14733,16326,10535,9404,25733,12376,286566,213161,25481,67129,146009
30SEP2018,01APR2018,31MAR2019,201899,03. 10 - 14,22999,13103,14458,8541,7653,21847,10768,274575,205047,22874,65603,139431
30SEP2018,01APR2018,31MAR2019,201899,04. 15,5881,3111,3879,2002,1803,5576,2903,66396,50443,5258,14516,35927
30SEP2018,01APR2018,31MAR2019,201899,05. 16,5426,2928,3533,1893,1713,4935,2362,58527,41321,6176,11437,29874
30SEP2018,01APR2018,31MAR2019,201899,06. 17,6360,3254,4503,1857,1693,5677,2794,59695,43565,6327,12922,30634
30SEP2018,01APR2018,31MAR2019,201899,07. 18,7661,3816,5565,2096,1927,6781,3224,55920,40465,6580,12957,27497
30SEP2018,01APR2018,31MAR2019,201899,08. 19,9088,4392,6937,2151,1988,8065,3723,58698,43024,6856,14334,28673
30SEP2018,01APR2018,31MAR2019,201899,09. 20 - 24,57276,30035,43472,13804,12987,51657,20076,357911,266088,40842,93567,172417
30SEP2018,01APR2018,31MAR2019,201899,10. 25 - 29,78779,44237,60424,18355,17246,71804,22944,523772,397925,52468,138734,258999
30SEP2018,01APR2018,31MAR2019,201899,11. 30 - 34,85416,50722,64558,20858,19584,77665,23190,611666,468557,54513,161385,306972
30SEP2018,01APR2018,31MAR2019,201899,12. 35 - 39,74581,46506,50578,24003,22609,66819,21966,563530,425606,49809,146537,278951
30SEP2018,01APR2018,31MAR2019,201899,13. 40 - 44,62329,40685,36368,25961,24506,54773,20204,470919,351776,40978,122613,229072
30SEP2018,01APR2018,31MAR2019,201899,14. 45 - 49,76985,51957,41846,35139,33273,66491,23911,569069,428911,44819,145736,283094
30SEP2018,01APR2018,31MAR2019,201899,15. 50 - 54,93193,64312,49314,43879,41586,80008,27070,674390,514701,46560,168515,346077
30SEP2018,01APR2018,31MAR2019,201899,16. 55 - 59,113693,82306,53250,60443,57380,98530,27986,712045,552409,41962,173399,378879
30SEP2018,01APR2018,31MAR2019,201899,17. 60 - 64,106762,74795,55542,51220,48551,89535,27262,702486,555012,34188,166345,388563
30SEP2018,01APR2018,31MAR2019,201899,18. 65 - 69,121383,84607,64312,57071,54115,100273,30395,749175,602142,29085,175126,426881
30SEP2018,01APR2018,31MAR2019,201899,19. 70 - 74,148205,100538,81958,66247,62924,119292,37966,861781,699292,28996,200534,498598
30SEP2018,01APR2018,31MAR2019,201899,20. 75 - 79,134160,84415,81431,52729,49953,102845,38228,715936,580582,25862,163428,417035
30SEP2018,01APR2018,31MAR2019,201899,21. 80 - 84,125012,69826,85934,39078,36834,89295,41401,586535,473436,23483,134231,339135
30SEP2018,01APR2018,31MAR2019,201899,22. 85 - 89,93984,44871,73857,20127,18844,61282,36339,366617,291226,16883,82144,209027
30SEP2018,01APR2018,31MAR2019,201899,23. 90+,60083,22620,53394,6689,6235,35674,26995,172917,135216,8736,37410,97779
30SEP2018,01APR2018,31MAR2019,201899,24. unknown,13044,8642,8573,4471,4267,10575,3400,11100,9267,888,2761,6506
31AUG2018,01APR2018,31MAR2019,201899,01. 0 - 4,112408,27760,101142,11266,9579,104203,34716,331081,248553,29287,105441,143111
31AUG2018,01APR2018,31MAR2019,201899,02. 5 - 9,25042,16036,13637,11405,10213,24079,9874,275601,195820,29270,64559,131258
31AUG2018,01APR2018,31MAR2019,201899,03. 10 - 14,21137,13398,11956,9181,8293,20178,8250,263496,188655,25564,56576,132078
31AUG2018,01APR2018,31MAR2019,201899,04. 15,5231,3110,3077,2154,1955,4956,2129,64056,46238,6166,12089,34149
31AUG2018,01APR2018,31MAR2019,201899,05. 16,5969,3474,3603,2366,2134,5509,2294,61134,43702,6483,11356,32340
31AUG2018,01APR2018,31MAR2019,201899,06. 17,6585,3484,4492,2093,1924,5914,2687,59959,43132,6505,12374,30756
31AUG2018,01APR2018,31MAR2019,201899,07. 18,8122,4085,5765,2357,2170,7187,3264,59210,43338,6710,13546,29789
31AUG2018,01APR2018,31MAR2019,201899,08. 19,9606,4772,7231,2375,2208,8625,3992,62386,46235,7087,14894,31338
31AUG2018,01APR2018,31MAR2019,201899,09. 20 - 24,61365,31720,46984,14381,13522,55106,21802,377929,284112,41888,98461,185618
31AUG2018,01APR2018,31MAR2019,201899,10. 25 - 29,83051,46441,63802,19249,18187,75298,24883,549599,421075,54081,146186,274811
31AUG2018,01APR2018,31MAR2019,201899,11. 30 - 34,87576,51853,65743,21833,20532,79542,24489,628572,483294,55692,163558,319663
31AUG2018,01APR2018,31MAR2019,201899,12. 35 - 39,75303,46494,51249,24054,22749,67149,22686,563844,423652,50540,144394,279195
31AUG2018,01APR2018,31MAR2019,201899,13. 40 - 44,60397,39068,35671,24726,23388,52796,19913,460414,338580,41609,117075,221422
31AUG2018,01APR2018,31MAR2019,201899,14. 45 - 49,78019,52146,42932,35087,33291,67222,24995,561130,418707,45003,141133,277467
31AUG2018,01APR2018,31MAR2019,201899,15. 50 - 54,96789,66293,51568,45221,42941,82623,28713,677479,518237,46026,168882,349247
31AUG2018,01APR2018,31MAR2019,201899,16. 55 - 59,118583,85234,56018,62565,59432,102367,29696,723079,564444,41978,177859,386451
31AUG2018,01APR2018,31MAR2019,201899,17. 60 - 64,112889,78908,58836,54053,51244,94444,29305,719001,573998,33672,172749,401139
31AUG2018,01APR2018,31MAR2019,201899,18. 65 - 69,129664,89771,69106,60558,57516,106788,33266,772920,628687,27994,183854,444708
31AUG2018,01APR2018,31MAR2019,201899,19. 70 - 74,158146,106589,87697,70449,66931,126975,41332,881100,721626,28491,206259,515209
31AUG2018,01APR2018,31MAR2019,201899,20. 75 - 79,143783,90469,87404,56379,53487,109910,41178,735481,601421,25765,169224,432084
31AUG2018,01APR2018,31MAR2019,201899,21. 80 - 84,132267,73771,90995,41272,39029,94384,44103,601707,488429,23116,137875,350491
31AUG2018,01APR2018,31MAR2019,201899,22. 85 - 89,98284,46844,76800,21484,20112,64478,38029,377165,302621,16571,85357,217230
31AUG2018,01APR2018,31MAR2019,201899,23. 90+,63388,23996,56197,7191,6747,37718,28355,178328,141290,8551,39350,101929
31AUG2018,01APR2018,31MAR2019,201899,24. unknown,13809,9249,9186,4623,4349,11262,3318,11232,9427,889,2680,6747
31JUL2018,01APR2018,31MAR2019,201899,01. 0 - 4,117778,28375,106239,11539,9785,109302,39100,358762,270629,31682,116024,154601
31JUL2018,01APR2018,31MAR2019,201899,02. 5 - 9,28578,16613,17054,11524,10318,27389,13064,309482,227673,29445,76927,150710
31JUL2018,01APR2018,31MAR2019,201899,03. 10 - 14,24378,14409,15032,9346,8469,23219,11045,303956,224456,26901,72023,152426
31JUL2018,01APR2018,31MAR2019,201899,04. 15,5706,3246,3608,2098,1918,5436,2561,71763,52616,6543,14864,37751
31JUL2018,01APR2018,31MAR2019,201899,05. 16,6062,3630,3600,2462,2253,5610,2254,65843,46593,7066,12197,34394
31JUL2018,01APR2018,31MAR2019,201899,06. 17,6952,3576,4764,2188,1991,6241,2904,63859,46492,6813,13420,33067
31JUL2018,01APR2018,31MAR2019,201899,07. 18,8532,4271,6232,2300,2109,7554,3463,61349,44538,7300,14192,30340
31JUL2018,01APR2018,31MAR2019,201899,08. 19,9874,4746,7632,2242,2080,8729,4016,63421,46912,7383,15543,31355
31JUL2018,01APR2018,31MAR2019,201899,09. 20 - 24,61599,31832,46774,14825,13868,55534,21976,389715,292038,44225,101678,190242
31JUL2018,01APR2018,31MAR2019,201899,10. 25 - 29,84663,47168,64588,20075,18837,77070,25153,568505,434320,57136,151555,282634
31JUL2018,01APR2018,31MAR2019,201899,11. 30 - 34,89305,53106,66455,22850,21511,81297,24514,652900,502252,58951,171355,330736
31JUL2018,01APR2018,31MAR2019,201899,12. 35 - 39,77520,48220,52352,25168,23684,69265,23060,594174,449447,53314,153755,295566
31JUL2018,01APR2018,31MAR2019,201899,13. 40 - 44,63869,41382,37526,26343,24962,55687,20918,495651,370089,43765,128247,241692
31JUL2018,01APR2018,31MAR2019,201899,14. 45 - 49,81074,54419,44071,37003,35048,69922,25487,601370,454734,47584,153696,300869
31JUL2018,01APR2018,31MAR2019,201899,15. 50 - 54,98323,67586,51794,46529,44126,84042,28546,715413,548913,49598,178384,370351
31JUL2018,01APR2018,31MAR2019,201899,16. 55 - 59,121599,88008,56684,64915,61719,105096,29631,752541,588896,43976,184778,403919
31JUL2018,01APR2018,31MAR2019,201899,17. 60 - 64,114667,80912,58869,55798,52986,96499,29085,748277,597668,36260,179615,417868
31JUL2018,01APR2018,31MAR2019,201899,18. 65 - 69,133096,92487,70413,62683,59492,109686,33378,807299,656920,30396,190666,466050
31JUL2018,01APR2018,31MAR2019,201899,19. 70 - 74,160724,108912,87971,72753,69137,129258,40877,911226,746581,30273,213978,532372
31JUL2018,01APR2018,31MAR2019,201899,20. 75 - 79,145406,91721,87915,57491,54515,111357,41205,760173,621490,27548,176826,444487
31JUL2018,01APR2018,31MAR2019,201899,21. 80 - 84,134367,74642,92238,42129,39793,95711,44251,618178,501168,24902,141546,359545
31JUL2018,01APR2018,31MAR2019,201899,22. 85 - 89,98813,46717,77457,21356,20082,64711,38254,386814,309493,17729,87197,222242
31JUL2018,01APR2018,31MAR2019,201899,23. 90+,62647,23729,55450,7197,6713,37352,27928,180644,142179,9380,39730,102438
31JUL2018,01APR2018,31MAR2019,201899,24. unknown,13965,9324,9180,4785,4499,11320,3294,11728,9797,935,2770,7027
30JUN2018,01APR2018,31MAR2019,201899,01. 0 - 4,115225,27840,103986,11239,9584,106950,38493,354693,269240,30341,115973,153267
30JUN2018,01APR2018,31MAR2019,201899,02. 5 - 9,28684,16554,17182,11502,10329,27475,13125,307199,231381,26900,77714,153667
30JUN2018,01APR2018,31MAR2019,201899,03. 10 - 14,25562,14563,16084,9478,8552,24261,11993,299169,226959,24554,73499,153458
30JUN2018,01APR2018,31MAR2019,201899,04. 15,5798,3026,3811,1987,1824,5499,2877,67754,49596,5972,13925,35671
30JUN2018,01APR2018,31MAR2019,201899,05. 16,5230,2852,3448,1782,1634,4758,2280,62353,42894,6697,11628,31264
30JUN2018,01APR2018,31MAR2019,201899,06. 17,6491,3340,4544,1947,1800,5793,2822,61535,45062,6421,13230,31823
30JUN2018,01APR2018,31MAR2019,201899,07. 18,7922,3972,5769,2153,2015,7053,3370,58860,42458,7017,13790,28662
30JUN2018,01APR2018,31MAR2019,201899,08. 19,9069,4494,6832,2237,2062,8091,3671,62106,45929,7241,15138,30782
30JUN2018,01APR2018,31MAR2019,201899,09. 20 - 24,59930,31178,45355,14575,13661,53914,21085,380508,285472,43098,99378,185969
30JUN2018,01APR2018,31MAR2019,201899,10. 25 - 29,81330,45812,61656,19674,18520,74283,23985,551908,421472,54715,146754,274616
30JUN2018,01APR2018,31MAR2019,201899,11. 30 - 34,86963,52318,64692,22271,21029,79089,23763,636150,489247,56405,167923,321180
30JUN2018,01APR2018,31MAR2019,201899,12. 35 - 39,76531,48230,51186,25345,23948,68555,22441,586621,445953,50730,152961,292831
30JUN2018,01APR2018,31MAR2019,201899,13. 40 - 44,63500,41964,36539,26961,25582,55732,20191,492003,370437,42022,129343,240952
30JUN2018,01APR2018,31MAR2019,201899,14. 45 - 49,80144,54744,42920,37224,35425,69406,24590,597972,454448,46128,153390,300909
30JUN2018,01APR2018,31MAR2019,201899,15. 50 - 54,96656,67543,50219,46437,44176,83241,27445,703348,541912,48044,176301,365441
30JUN2018,01APR2018,31MAR2019,201899,16. 55 - 59,117542,86246,54110,63432,60315,101966,27904,736319,577053,42368,180136,396706
30JUN2018,01APR2018,31MAR2019,201899,17. 60 - 64,112168,79214,58112,54056,51243,94220,28267,730702,582708,34611,175173,407350
30JUN2018,01APR2018,31MAR2019,201899,18. 65 - 69,128252,89833,67515,60737,57542,106005,31577,785751,637646,29358,186019,451441
30JUN2018,01APR2018,31MAR2019,201899,19. 70 - 74,155821,105933,86053,69768,66226,125403,39697,888375,726249,29742,208064,517929
30JUN2018,01APR2018,31MAR2019,201899,20. 75 - 79,140968,89192,85366,55602,52726,108035,39926,737890,602438,26411,170792,431508
30JUN2018,01APR2018,31MAR2019,201899,21. 80 - 84,129931,73282,88915,41016,38774,93004,42555,602614,488326,24156,138215,350013
30JUN2018,01APR2018,31MAR2019,201899,22. 85 - 89,96852,46473,75982,20870,19627,63343,37194,376885,301319,17027,85152,216115
30JUN2018,01APR2018,31MAR2019,201899,23. 90+,61152,23177,54183,6969,6521,36107,27016,177007,139185,9208,38485,100684
30JUN2018,01APR2018,31MAR2019,201899,24. unknown,13054,8987,8342,4712,4471,10682,3010,12836,10899,906,3180,7719
31MAY2018,01APR2018,31MAR2019,201899,01. 0 - 4,122420,28093,110949,11471,9675,113742,43889,369317,283213,31316,120861,162352
31MAY2018,01APR2018,31MAR2019,201899,02. 5 - 9,30190,16965,18221,11969,10737,28913,14087,310099,235555,26937,77904,157650
31MAY2018,01APR2018,31MAR2019,201899,03. 10 - 14,25624,14646,16052,9572,8643,24386,12092,305522,232959,24740,75272,157677
31MAY2018,01APR2018,31MAR2019,201899,04. 15,5698,2961,3778,1920,1754,5391,2835,69064,51584,5960,14722,36862
31MAY2018,01APR2018,31MAR2019,201899,05. 16,5436,2720,3747,1689,1546,4975,2619,62924,43836,6607,12339,31495
31MAY2018,01APR2018,31MAR2019,201899,06. 17,6609,3410,4580,2029,1866,5946,2865,63376,47190,6390,13836,33344
31MAY2018,01APR2018,31MAR2019,201899,07. 18,8011,3954,5857,2154,2008,7113,3434,60473,45164,6678,14791,30366
31MAY2018,01APR2018,31MAR2019,201899,08. 19,9473,4557,7199,2274,2114,8493,3868,62079,46317,7144,15601,30712
31MAY2018,01APR2018,31MAR2019,201899,09. 20 - 24,60021,31843,44887,15134,14209,54320,20947,389498,294974,43366,103545,191345
31MAY2018,01APR2018,31MAR2019,201899,10. 25 - 29,82394,46712,62434,19960,18752,75332,24096,571103,440338,55934,153275,286965
31MAY2018,01APR2018,31MAR2019,201899,11. 30 - 34,87858,52788,65105,22753,21416,80130,23564,655740,507918,57657,172882,334884
31MAY2018,01APR2018,31MAR2019,201899,12. 35 - 39,77177,48957,51438,25739,24366,69474,22074,603107,461658,51696,157872,303643
31MAY2018,01APR2018,31MAR2019,201899,13. 40 - 44,64552,42781,37079,27473,26051,56969,20616,504068,381657,43150,132552,248959
31MAY2018,01APR2018,31MAR2019,201899,14. 45 - 49,82061,56264,43865,38196,36282,71282,25323,614930,470675,47414,158809,311690
31MAY2018,01APR2018,31MAR2019,201899,15. 50 - 54,99077,69295,51349,47728,45410,85495,28363,725722,564285,48939,183243,380853
31MAY2018,01APR2018,31MAR2019,201899,16. 55 - 59,120264,88228,55589,64675,61814,104335,28884,757922,597701,43462,187374,410127
31MAY2018,01APR2018,31MAR2019,201899,17. 60 - 64,115057,81577,59398,55659,52856,96900,29369,754122,605313,35963,181486,423603
31MAY2018,01APR2018,31MAR2019,201899,18. 65 - 69,132206,92648,69496,62710,59487,109485,32902,814024,664187,30606,192457,471537
31MAY2018,01APR2018,31MAR2019,201899,19. 70 - 74,160262,108750,88270,71992,68276,129349,41117,914348,751175,30715,213227,537707
31MAY2018,01APR2018,31MAR2019,201899,20. 75 - 79,144460,90896,87985,56475,53533,110649,41570,757634,620680,27672,173481,447071
31MAY2018,01APR2018,31MAR2019,201899,21. 80 - 84,133699,74944,92043,41656,39485,95742,44567,617913,502188,24841,140479,361589
31MAY2018,01APR2018,31MAR2019,201899,22. 85 - 89,100010,47835,78953,21057,19765,65263,39047,386689,310318,17816,86512,223748
31MAY2018,01APR2018,31MAR2019,201899,23. 90+,64055,24487,56749,7306,6811,38332,28861,181448,142700,9411,39719,102964
31MAY2018,01APR2018,31MAR2019,201899,24. unknown,13493,9213,8624,4869,4633,11027,3060,13424,11453,958,3316,8137
30APR2018,01APR2018,31MAR2019,201899,01. 0 - 4,115950,26278,105426,10524,8890,107671,42435,339138,259766,28052,111248,148518
30APR2018,01APR2018,31MAR2019,201899,02. 5 - 9,26294,14798,15509,10785,9713,25162,11826,278512,208622,24903,68153,140468
30APR2018,01APR2018,31MAR2019,201899,03. 10 - 14,22995,13439,13984,9011,8223,21887,10311,271197,205565,22173,63314,142247
30APR2018,01APR2018,31MAR2019,201899,04. 15,5382,3002,3427,1955,1809,5136,2532,65207,49274,5459,13379,35894
30APR2018,01APR2018,31MAR2019,201899,05. 16,5595,3071,3609,1986,1808,5112,2380,63151,46966,5951,12857,34106
30APR2018,01APR2018,31MAR2019,201899,06. 17,6295,3326,4295,2000,1823,5666,2626,60128,45368,5878,13051,32314
30APR2018,01APR2018,31MAR2019,201899,07. 18,7581,3798,5513,2068,1917,6779,3233,58033,43248,6302,13842,29392
30APR2018,01APR2018,31MAR2019,201899,08. 19,8811,4296,6706,2105,1966,7871,3527,60116,44648,6874,14662,29983
30APR2018,01APR2018,31MAR2019,201899,09. 20 - 24,56736,29918,42826,13910,13047,51522,19762,369473,279976,40107,97960,181962
30APR2018,01APR2018,31MAR2019,201899,10. 25 - 29,76719,43282,58193,18526,17471,70147,22571,535436,412764,51599,143583,269119
30APR2018,01APR2018,31MAR2019,201899,11. 30 - 34,82145,49273,60754,21391,20187,75282,22230,611589,474072,52879,162565,311420
30APR2018,01APR2018,31MAR2019,201899,12. 35 - 39,72309,45392,48288,24021,22658,65088,21087,563090,429915,47806,146763,283095
30APR2018,01APR2018,31MAR2019,201899,13. 40 - 44,60652,40140,34639,26013,24677,53496,19339,472454,356367,40002,123130,233125
30APR2018,01APR2018,31MAR2019,201899,14. 45 - 49,76313,52447,40376,35937,34174,66377,23325,575424,439883,43210,147386,292373
30APR2018,01APR2018,31MAR2019,201899,15. 50 - 54,92180,64267,47643,44537,42300,79576,26524,682979,529741,44839,170097,359488
30APR2018,01APR2018,31MAR2019,201899,16. 55 - 59,113383,82773,52377,61006,58274,98142,27417,711419,561186,40029,173292,387748
30APR2018,01APR2018,31MAR2019,201899,17. 60 - 64,108041,75815,56103,51938,49334,90586,27805,708578,568865,32853,168837,399839
30APR2018,01APR2018,31MAR2019,201899,18. 65 - 69,125255,86411,66574,58681,55771,102806,31896,762509,621066,28211,177858,443054
30APR2018,01APR2018,31MAR2019,201899,19. 70 - 74,150641,100735,83849,66792,63352,120502,39382,852454,699186,27821,195648,503363
30APR2018,01APR2018,31MAR2019,201899,20. 75 - 79,136657,84204,84526,52131,49402,103458,40183,707951,580020,25340,159162,420742
30APR2018,01APR2018,31MAR2019,201899,21. 80 - 84,126409,69017,88452,37957,35884,89077,42777,576543,467771,23187,128175,339519
30APR2018,01APR2018,31MAR2019,201899,22. 85 - 89,96943,44481,77911,19032,17933,61510,37832,361567,288418,16600,79177,209193
30APR2018,01APR2018,31MAR2019,201899,23. 90+,62823,22928,56344,6479,6040,36451,27940,170316,133368,8912,36239,97121
30APR2018,01APR2018,31MAR2019,201899,24. unknown,13218,8927,8495,4723,4489,10739,3160,12081,10108,904,2913,6901
